0 0 1 0
0.000384615 0.212222 0.620594 1e-08
0.0242564 0.51 0.240688 2e-08
0.101167 0.673889 0.116583 3e-08
0.198474 0.763333 0.0954032 4e-08
0.281885 0.827222 0.109311 5e-08
0.346641 0.876111 0.135508 6e-08
0.400256 0.901111 0.169984 7e-08
0.445744 0.916111 0.205725 8e-08
0.486051 0.935556 0.240399 9e-08
0.520974 0.946667 0.274259 1e-07
0.551256 0.958889 0.305574 1.1e-07
0.579013 0.966667 0.336367 1.2e-07
0.605538 0.972222 0.367448 1.3e-07
0.629026 0.976111 0.396244 1.4e-07
0.650282 0.978333 0.423336 1.5e-07
0.669474 0.985556 0.448405 1.6e-07
0.687897 0.988889 0.473326 1.7e-07
0.706641 0.991667 0.499411 1.8e-07
0.723705 0.993889 0.523786 1.9e-07
0.739385 0.995 0.546715 2e-07
0.753692 0.996667 0.568063 2.1e-07
0.766692 0.997222 0.587825 2.2e-07
0.779038 0.997222 0.606909 2.3e-07
0.790731 0.999444 0.625255 2.4e-07
0.801679 0.999444 0.64269 2.5e-07
0.812 0.999444 0.659344 2.6e-07
0.821205 1 0.674378 2.7e-07
0.830141 1 0.689134 2.8e-07
0.838897 1 0.703749 2.9e-07
0.8475 1 0.718256 3e-07
0.854641 1 0.730411 3.1e-07
0.861487 1 0.74216 3.2e-07
0.868654 1 0.75456 3.3e-07
0.875423 1 0.766366 3.4e-07
0.881462 1 0.776974 3.5e-07
0.887103 1 0.786951 3.6e-07
0.892487 1 0.796533 3.7e-07
0.897949 1 0.806312 3.8e-07
0.90309 1 0.815571 3.9e-07
0.907641 1 0.823812 4e-07
0.91259 1 0.83282 4.1e-07
0.916731 1 0.840395 4.2e-07
0.921295 1 0.848784 4.3e-07
0.925744 1 0.857001 4.4e-07
0.929038 1 0.863112 4.5e-07
0.932962 1 0.870417 4.6e-07
0.935974 1 0.876048 4.7e-07
0.938897 1 0.881528 4.8e-07
0.941718 1 0.886833 4.9e-07
